2018,1,1,0,0,0,0,0,0,0,0,0,15.100000000000001,163.20000000000002,0,0.14,0.2,3.2,4,99.62,15.200000000000001,819,0.0000,0.0000,N/A
2018,1,1,0,30,0,0,0,0,0,0,0,15,162.29,0,0.14,0.2,3.2,6,100,15,819,0.0000,0.0000,N/A
2018,1,1,1,0,0,0,0,0,0,0,7,14.9,158.8,0,0.14,0.2,3.1,9,100,14.9,819,0.0000,0.0000,N/A
2018,1,1,1,30,0,0,0,0,0,0,0,14.9,153.75,0,0.14,0.2,3.1,17,100,14.9,819,0.0000,0.0000,N/A
2018,1,1,2,0,0,0,0,0,0,0,0,14.8,147.86,0,0.14,0.2,3.1,25,99.81,14.8,819,0.0000,0.0000,N/A
2018,1,1,2,30,0,0,0,0,0,0,0,14.8,141.53,0,0.14,0.2,3.1,58,99.81,14.8,819,0.0000,0.0000,N/A
2018,1,1,3,0,0,0,0,0,0,0,7,14.600000000000001,134.94,0,0.14,0.1,3.1,91,98.51,14.8,819,0.0000,0.0000,N/A
2018,1,1,3,30,0,0,0,0,0,0,0,14.600000000000001,128.21,0,0.14,0.2,3.1,114,99.15,14.700000000000001,819,0.0000,0.0000,N/A
2018,1,1,4,0,0,0,0,0,0,0,0,14.4,121.39,0,0.14,0.2,3.1,137,98.14,14.700000000000001,819,0.0000,0.0000,N/A
2018,1,1,4,30,0,0,0,0,0,0,0,14.4,114.52,0,0.14,0.30000000000000004,3.1,135,98.77,14.600000000000001,819,0.0000,0.0000,N/A
2018,1,1,5,0,0,0,0,0,0,0,0,14.3,107.62,0,0.14,0.30000000000000004,3.1,132,98.63,14.5,820,0.0000,0.0000,N/A
2018,1,1,5,30,0,0,0,0,0,0,0,14.3,100.72,0,0.14,0.30000000000000004,3,127,99.27,14.4,820,0.0000,0.0000,N/A
2018,1,1,6,0,0,0,0,0,0,0,7,14.200000000000001,93.83,0,0.14,0.30000000000000004,3,123,99.4,14.3,820,0.0000,0.0000,N/A
