2019,1,1,0,0,0,0,0,0,0,0,0,13.5,163.18,0,0.14,0.5,2.3000000000000003,82,99.26,13.600000000000001,816,0.0000,0.0000,N/A
2019,1,1,0,30,0,0,0,0,0,0,0,13.5,162.26,0,0.14,0.6000000000000001,2.3000000000000003,79,99.91,13.5,816,0.0000,0.0000,N/A
2019,1,1,1,0,0,0,0,0,0,0,0,13,158.76,0,0.14,0.6000000000000001,2.2,76,97.29,13.4,816,0.0000,0.0000,N/A
2019,1,1,1,30,0,0,0,0,0,0,0,13,153.71,0,0.14,0.7000000000000001,2.2,75,98.56,13.200000000000001,816,0.0000,0.0000,N/A
2019,1,1,2,0,0,0,0,0,0,0,0,12.5,147.82,0,0.14,0.7000000000000001,2.2,75,96.10000000000001,13.100000000000001,815,0.0000,0.0000,N/A
2019,1,1,2,30,0,0,0,0,0,0,0,12.5,141.49,0,0.14,0.7000000000000001,2.2,79,96.73,13,815,0.0000,0.0000,N/A
2019,1,1,3,0,0,0,0,0,0,0,0,12.100000000000001,134.91,0,0.14,0.7000000000000001,2.2,82,95.59,12.8,815,0.0000,0.0000,N/A
2019,1,1,3,30,0,0,0,0,0,0,0,12.100000000000001,128.18,0,0.14,0.7000000000000001,2.1,88,96.22,12.700000000000001,815,0.0000,0.0000,N/A
2019,1,1,4,0,0,0,0,0,0,0,0,11.9,121.36,0,0.14,0.7000000000000001,2.1,95,94.58,12.700000000000001,816,0.0000,0.0000,N/A
2019,1,1,4,30,0,0,0,0,0,0,0,11.9,114.49000000000001,0,0.14,0.7000000000000001,2.1,101,95.2,12.600000000000001,816,0.0000,0.0000,N/A
2019,1,1,5,0,0,0,0,0,0,0,0,11.600000000000001,107.59,0,0.14,0.7000000000000001,2.1,107,93.77,12.600000000000001,816,0.0000,0.0000,N/A
2019,1,1,5,30,0,0,0,0,0,0,0,11.600000000000001,100.69,0,0.14,0.7000000000000001,2.1,112,92.66,12.8,817,0.0000,0.0000,N/A
2019,1,1,6,0,0,0,0,0,0,0,0,11.700000000000001,93.8,0,0.14,0.7000000000000001,2.1,117,92.17,12.9,817,0.0000,0.0000,N/A
2019,1,1,6,30,24,263,39,24,263,39,0,11.700000000000001,86.77,0,0.14,0.7000000000000001,2.1,124,85.82000000000001,14,817,0.0000,0.0000,N/A
2019,1,1,7,0,44,559,140,44,559,140,0,12.9,80.07000000000001,0,0.14,0.7000000000000001,2.1,131,86.33,15.200000000000001,818,0.0000,0.0000,N/A
2019,1,1,7,30,56,719,262,56,719,262,0,12.9,73.37,0,0.14,0.6000000000000001,2.1,135,78.47,16.7,818,13.0024,10.0203,N/A
2019,1,1,8,0,65,818,388,65,818,388,0,13.3,66.76,0,0.14,0.6000000000000001,2.1,138,73.05,18.2,818,20.4171,15.8672,N/A
2019,1,1,8,30,72,880,508,72,880,508,0,13.3,60.29,0,0.14,0.6000000000000001,2.1,140,67.8,19.400000000000002,818,27.9587,21.8331,N/A
2019,1,1,9,0,76,926,620,76,926,620,0,13.5,54.02,0,0.14,0.6000000000000001,2.1,142,64.02,20.5,818,35.2415,27.5999,N/A
2019,1,1,9,30,79,957,719,79,957,719,0,13.5,48.03,0,0.14,0.6000000000000001,2.1,138,60.96,21.3,818,41.8253,32.8162,N/A
2019,1,1,10,0,80,983,805,80,983,805,0,13.5,42.46,0,0.14,0.5,2.1,134,58.36,22.1,818,47.6090,37.3990,N/A
2019,1,1,10,30,83,998,875,83,998,875,0,13.5,37.49,0,0.14,0.5,2.1,127,56.550000000000004,22.6,817,52.3560,41.1608,N/A
2019,1,1,11,0,85,1006,925,85,1006,925,0,13.8,33.4,0,0.14,0.5,2.2,120,55.370000000000005,23.200000000000003,817,55.7830,43.8776,N/A
2019,1,1,11,30,87,1011,958,87,1011,958,0,13.8,30.54,0,0.14,0.5,2.2,113,54.71,23.400000000000002,817,58.0438,45.6694,N/A
2019,1,1,12,0,88,1012,971,88,1012,971,0,14,29.27,0,0.14,0.4,2.2,105,54.65,23.700000000000003,816,58.9423,46.3820,N/A
2019,1,1,12,30,88,1008,963,88,1008,963,0,14,29.810000000000002,0,0.14,0.4,2.3000000000000003,97,54.33,23.8,816,58.4107,45.9614,N/A
2019,1,1,13,0,90,1000,937,90,1000,937,0,14.3,32.07,0,0.14,0.4,2.3000000000000003,89,55.19,23.8,815,56.6340,44.5534,N/A
2019,1,1,13,30,141,883,858,88,989,891,0,14.3,35.71,0,0.14,0.4,2.3000000000000003,80,55.52,23.700000000000003,815,51.5232,40.5158,N/A
2019,1,1,14,0,128,891,807,87,971,827,0,14.5,40.36,0,0.14,0.4,2.4000000000000004,71,56.79,23.6,815,47.9782,37.7028,N/A
2019,1,1,14,30,118,878,731,85,950,748,0,14.5,45.71,0,0.14,0.30000000000000004,2.4000000000000004,66,57.82,23.3,815,42.8389,33.6299,N/A
2019,1,1,15,0,111,841,634,82,919,653,0,14.8,51.550000000000004,0,0.14,0.30000000000000004,2.5,62,59.85,23,815,36.4110,28.5398,N/A
2019,1,1,15,30,112,760,518,77,879,546,0,14.8,57.72,0,0.14,0.30000000000000004,2.5,56,61.690000000000005,22.5,815,28.9222,22.6158,N/A
2019,1,1,16,0,70,824,430,70,824,430,0,15.600000000000001,64.12,0,0.14,0.30000000000000004,2.5,51,67.39,21.900000000000002,815,23.0825,17.9794,N/A
